Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
75,50,RM,60.0,5790,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,Gd,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,TA,8,Typ,0,,Detchd,1915.0,Unf,1,379,107400
76,180,RM,21.0,1596,Pave,Reg,Lvl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,,BuiltIn,1973.0,Unf,1,297,91000
77,20,RL,,8475,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1956.0,Unf,1,283,135750
78,50,RM,50.0,8635,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,,Detchd,1948.0,Unf,1,240,127000
79,90,RL,72.0,10778,Pave,Reg,Lvl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,,,,,0,0,136500
80,50,RM,60.0,10440,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1966.0,Unf,2,440,110000
81,60,RL,100.0,13000,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,193500
82,120,RM,32.0,4500,Pave,Reg,Lvl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Fin,2,405,153500
83,20,RL,78.0,10206,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,245000
84,20,RL,80.0,8892,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1974.0,Unf,2,461,126500
85,80,RL,,8530,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,168500
86,60,RL,121.0,16059,Pave,Reg,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,260000
87,60,RL,122.0,11911,Pave,IR2,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,174000
88,160,FV,40.0,3951,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2009.0,RFn,2,528,164500
89,50,C (all),105.0,8470,Pave,IR1,Lvl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,,,,,0,0,85000
90,20,RL,60.0,8070,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,,,,,0,0,123600
91,20,RL,60.0,7200,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1950.0,Unf,2,420,109900
92,20,RL,85.0,8500,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,,Attchd,1961.0,Unf,2,480,98600
93,30,RL,80.0,13360,Pave,IR1,HLS,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1921.0,Unf,2,432,163500
94,190,C (all),60.0,7200,Pave,Reg,Lvl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506,133900
95,60,RL,69.0,9337,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1997.0,RFn,2,684,204750
96,60,RL,,9765,Pave,IR2,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,420,185000
97,20,RL,78.0,10264,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,RFn,2,472,214000
98,20,RL,73.0,10921,Pave,Reg,HLS,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1965.0,Fin,1,432,94750
99,30,RL,85.0,10625,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,GasA,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,,Basment,1920.0,Unf,1,366,83000
100,20,RL,77.0,9320,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,GasA,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,,,,,0,0,128950
101,20,RL,,10603,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,480,205000
102,60,RL,77.0,9206,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,GasA,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,476,178000
103,90,RL,64.0,7018,Pave,Reg,Bnk,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,0.0,TA,Fa,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1979.0,Unf,2,410,118964
104,20,RL,94.0,10402,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2009.0,RFn,3,740,198900
105,50,RM,,7758,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,GasA,Ex,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1,240,169500
106,60,FV,75.0,9375,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,GasA,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,648,250000
107,30,RM,60.0,10800,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,GasA,Gd,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1954.0,Unf,1,273,100000
108,20,RM,50.0,6000,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,GasA,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1948.0,Unf,1,250,115000
109,50,RM,85.0,8500,Pave,Reg,Lvl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,793,GasW,TA,N,FuseF,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,,,,,0,0,115000
110,20,RL,105.0,11751,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,1844,GasA,Ex,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,546,190000
111,50,RL,75.0,9525,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,550,994,GasA,Gd,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,,Attchd,1954.0,Unf,1,325,136900
112,80,RL,,7750,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250,Unf,0,134,384,GasA,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2000.0,Fin,2,400,180000
113,60,RL,77.0,9965,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,0,280,1264,GasA,Ex,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3,792,383970
114,20,RL,,21000,Pave,Reg,Bnk,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,Rec,869,905,1809,GasA,TA,Y,SBrkr,2259,0,0,2259,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Basment,1953.0,Unf,2,450,217000
115,70,RL,61.0,7259,Pave,IR1,Lvl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774,LwQ,150,104,1028,GasA,Ex,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,1945.0,Unf,1,180,259500
116,160,FV,34.0,3230,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,729,GasA,Gd,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1999.0,Unf,2,440,176000
117,20,RL,,11616,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,116.0,TA,TA,CBlock,TA,TA,No,LwQ,170,BLQ,670,252,1092,GasA,TA,Y,SBrkr,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,1962.0,Unf,1,288,139000
118,20,RL,74.0,8536,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1125,1125,GasA,Gd,Y,SBrkr,1125,0,0,1125,0,0,1,1,2,1,TA,5,Typ,0,,Attchd,2007.0,Unf,2,430,155000
119,60,RL,90.0,12376,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,Unf,0,203,1673,GasA,Gd,Y,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,Typ,2,TA,Attchd,1990.0,Unf,3,594,320000
120,60,RL,65.0,8461,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,390,163990
121,80,RL,,21453,Pave,IR1,Low,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938,Unf,0,0,938,GasA,Ex,Y,SBrkr,988,0,0,988,1,0,1,0,1,1,TA,4,Typ,2,TA,Attchd,1969.0,Unf,2,540,180000
122,50,RM,50.0,6060,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,732,732,GasA,Gd,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,,Detchd,1979.0,Unf,1,264,100000
123,20,RL,75.0,9464,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570,Unf,0,510,1080,GasA,Gd,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1958.0,Unf,1,288,136000
124,120,RL,55.0,7892,Pave,Reg,Lvl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,899,1199,GasA,Ex,Y,SBrkr,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1993.0,RFn,2,530,153900
125,20,RL,48.0,17043,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,0,Unf,0,1362,1362,GasA,TA,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2,435,181000
126,190,RM,60.0,6780,Pave,Reg,Lvl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,490,Unf,0,30,520,GasA,Gd,N,SBrkr,520,0,234,754,1,0,1,0,2,1,TA,5,Typ,0,,,,,0,0,84500
127,120,RL,,4928,Pave,IR1,Lvl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,120,Unf,0,958,1078,GasA,TA,Y,SBrkr,958,0,0,958,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1977.0,RFn,2,440,128000
128,45,RM,55.0,4388,Pave,IR1,Bnk,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,0.0,TA,Gd,BrkTil,TA,TA,No,LwQ,116,Unf,0,556,672,GasA,Ex,Y,SBrkr,840,0,0,840,0,0,1,0,3,1,TA,5,Typ,1,TA,,,,0,0,87000
129,60,RL,69.0,7590,Pave,Reg,Lvl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,266.0,TA,TA,CBlock,TA,TA,No,BLQ,512,Unf,0,148,660,GasA,TA,Y,SBrkr,660,688,0,1348,0,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1966.0,RFn,2,453,155000
130,20,RL,69.0,8973,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,85.0,TA,TA,CBlock,TA,TA,No,Rec,567,BLQ,28,413,1008,GasA,TA,Y,FuseA,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,0,,2Types,1998.0,RFn,2,750,150000
131,60,RL,88.0,14200,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,309.0,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,0,479,924,GasA,Ex,Y,SBrkr,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,Gd,Attchd,1966.0,Fin,2,487,226000
132,60,RL,,12224,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,40.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,297,992,GasA,Ex,Y,SBrkr,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2000.0,RFn,2,390,244000
133,20,RL,75.0,7388,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,0.0,TA,TA,CBlock,TA,TA,No,Rec,405,Unf,0,658,1063,GasA,Gd,Y,SBrkr,1327,0,0,1327,1,0,1,0,3,1,Gd,7,Typ,0,,Detchd,1974.0,Unf,2,624,150750
134,20,RL,,6853,Pave,IR1,Lvl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005,Unf,0,262,1267,GasA,Ex,Y,SBrkr,1296,0,0,1296,1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2001.0,Fin,2,471,220000
135,20,RL,78.0,10335,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,0.0,TA,TA,CBlock,TA,TA,No,Rec,570,Unf,0,891,1461,GasA,Gd,Y,SBrkr,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,1968.0,RFn,2,440,180000
136,20,RL,80.0,10400,Pave,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,288.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1304,1304,GasA,Gd,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1970.0,Unf,2,530,174000
137,20,RL,,10355,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,196.0,TA,TA,CBlock,TA,TA,No,BLQ,695,Unf,0,519,1214,GasA,TA,Y,SBrkr,1214,0,0,1214,0,0,2,0,3,1,TA,5,Typ,1,Fa,Attchd,1967.0,RFn,1,318,143000
138,90,RL,82.0,11070,Pave,Reg,Lvl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,70.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1907,1907,GasA,Gd,Y,SBrkr,1959,0,0,1959,0,0,3,0,5,2,TA,9,Typ,0,,2Types,1989.0,Unf,3,766,171000
139,60,RL,73.0,9066,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,0,336,1004,GasA,Ex,Y,SBrkr,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999.0,Fin,3,660,230000
140,60,RL,65.0,15426,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,0,107,928,GasA,Ex,Y,SBrkr,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1997.0,RFn,2,470,231500
141,20,RL,70.0,10500,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,0,432,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,,,,0,0,115000
142,20,RL,78.0,11645,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,434,1734,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,Fin,2,660,260000
143,50,RL,71.0,8520,Pave,Reg,Lvl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,910,GasA,Fa,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,,Detchd,2000.0,Unf,2,720,166000
144,20,RL,78.0,10335,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,Unf,0,811,1490,GasA,Ex,Y,SBrkr,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,RFn,2,577,204000
145,90,RM,70.0,9100,Pave,Reg,Lvl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,336.0,TA,TA,CBlock,TA,TA,No,Rec,1332,Unf,0,396,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,,Detchd,1963.0,Unf,2,504,125000
146,160,RM,24.0,2522,Pave,Reg,Lvl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,380,130000
147,30,RM,51.0,6120,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209,Unf,0,506,715,GasA,TA,Y,FuseA,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1931.0,Unf,1,180,105000
148,60,RL,,9505,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,884,1151,0,2035,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001.0,Fin,2,434,222500
149,20,RL,63.0,7500,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,120.0,TA,TA,PConc,Gd,TA,No,GLQ,680,Unf,0,400,1080,GasA,Ex,Y,SBrkr,1080,0,0,1080,1,0,1,0,3,1,Gd,6,Typ,0,,,,,0,0,141000
150,50,RM,,6240,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,896,896,GasA,Gd,Y,FuseA,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,,Detchd,1936.0,Unf,1,240,115000
151,20,RL,120.0,10356,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,0,253,969,GasA,TA,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,,Attchd,1975.0,Unf,2,440,122000
